source_title,source_url,text
Smart city,https://en.wikipedia.org/wiki/Smart_city,"IBM launched its Smarter Planet marketing initiative in 2008, [ 56 ] which included the IBM Smarter Cities Challenge. In 2010, Cisco Systems , with $25 million from the Clinton Foundation , established its Connected Urban Development program in partnership with San Francisco, Amsterdam, and Seoul. In 2011, the Smart City Expo World Congress in Barcelona attracted 6000 people from 50 countries. The European Commission in 2012 established the Smart Cities Marketplace, a centralized hub for urban initiatives in the European Union. [ 57 ] The 2015 Chancellor's Budget for the United Kingdom proposed to invest £140 million in smart cities and IoT. [ 58 ] Smart city competitions were launched in the 2010s by Bloomberg Philanthropies , the Rockefeller Foundation , and the United States Department of Transportation . [ 21 ] In 2016, AT&T launched an alliance with Cisco, Deloitte , Ericsson , General Electric , IBM, Intel , and Qualcomm , with municipal partners Atlanta , Georgia; Chicago, Illinois; and Dallas , Texas. [ 21 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"A 2024 research article identified six spatial manifestations of the smart cities, which are considered expressions of 21st century capitalism : [ 68 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,It has been suggested that a smart city (or other community) uses information technologies to: [ citation needed ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,"They evolve towards a strong integration of all dimensions of human intelligence , collective intelligence , and also artificial intelligence within the city. [ 73 ] : 112–113 [ 74 ] According to Mitchell, the intelligence of cities ""resides in the increasingly effective combination of digital telecommunication networks (the nerves), ubiquitously embedded intelligence (the brain), sensors and tags (the sensory organs), and software (the knowledge and cognitive competence)"". [ 75 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"The physical components of IT systems are crucial to early-stage smart city development. Wired infrastructure is required to support the IOT and wireless technologies central to more interconnected living. [ 76 ] A wired city environment provides general access to continually updated digital and physical infrastructure. The latest in telecommunications, robotics , IOT, and various connected technologies can then be deployed to support human capital and productivity. [ 77 ] [ 78 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,Intelligence in smart cities has been demonstrated in three ways: [ citation needed ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,Examples of instrumentation intelligence are those implemented in Amsterdam . [ 81 ] This is realized through: [ 16 ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Smart cities use data and technology to create efficiencies, improve sustainability, create economic development, and enhance quality of life factors for people living and working in the city. [ citation needed ] A variety of different datasets may need to be integrated to create a smart energy infrastructure. [ 82 ] Employment of smart technologies enables the more efficient application of integrated energy technologies in the city allowing the development of more self-sustaining areas or even Positive Energy Districts that produce more energy than they consume. [ 83 ] [ how? ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"A smart city is powered by ""smart connections"" for various items such as street lighting, smart buildings , distributed energy resources , data analytics , and smart transportation. Amongst these things, energy is paramount; this is why utility companies play a key role in smart cities. Electric companies, working partnership with city officials, technology companies and a number of other institutions, are among the major players that helped accelerate the growth of America's smart cities. [ 84 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"According to David K. Owens, the former executive vice president of the Edison Electric Institute , two key elements that a smart city must have are an integrated communications platform and a ""dynamic resilient grid."" [ 85 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,Smart grids are an important technology in smart cities. The improved flexibility of the smart grid permits greater penetration of highly variable renewable energy sources such as solar power and wind power. [ citation needed ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,Energy Data Management Systems can help to save cities energy by recording data and using it to increase efficiency. [ 86 ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,"For a smart city to function, it is necessary for it to manage an enormous amount of data collected through the embedded devices and systems in its environment. [ 87 ] This is also important for the cities growth and security. [ 88 ] Smart cities use a variety of data collection, processing, and disseminating technologies, in conjunction with data security and privacy measures, in attempting to encourage innovation and improve citizens' quality of life. [ 87 ] This can relate to topics including utilities, health, transportation, entertainment, and government services. [ 87 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,Online collaborative sensor data management platforms are on-line database services that allow sensor owners to register and connect their devices to feed data into an on-line database for storage and allow developers to connect to the database and build their own applications based on that data. [ 89 ] [ 90 ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,Electronic cards (known as smart cards ) are another common component in smart city contexts. These cards possess a unique encrypted identifier that allows the owner to log into a range of government-provided services (or e-services ) without setting up multiple accounts. The single identifier allows governments to aggregate data about citizens and their preferences to improve the provision of services and to determine common interests of groups. This technology has been implemented in Southampton. [ 39 ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Cognitive technologies, such as artificial intelligence and machine learning , can be trained on the data generated by connected city devices to identify patterns. The efficacy and impact of particular policy decisions can be quantified by cognitive systems studying the continuous interactions of humans with their urban surroundings. [ 91 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,Intelligent transportation systems and CCTV systems are also being developed. [ 93 ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Retractable bollards can restrict access inside city centers (i.e. to delivery trucks resupplying outlet stores). Opening and closing of such barriers is traditionally done manually, through an electronic pass [ 94 ] but can even be done by means of automatic number-plate recognition cameras connected to the bollard system. [ 95 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"According to McKinsey, smart city initiatives can have measurable positive impacts on the quality of life of its citizens and visitors. [ 96 ] The human framework of a smart city – its economy, knowledge networks, and human support systems – is an important indicator of its success. [ 97 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"For example, arts and culture initiatives are common focus areas in smart city planning. [ 98 ] [ 99 ] Innovation is associated with intellectual curiosity and creativeness, and various projects have demonstrated that knowledge workers participate in a diverse mix of cultural and artistic activities. [ 100 ] [ 101 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Since mobility is a key area of smart city development, building a capable workforce through education initiatives is necessary. [ 97 ] [ clarification needed ] A city's learning capacity includes its education system, including available workforce training and support, and its cultural development and exchange. [ 102 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Numerous smart city programs also focus on soft infrastructure development, like increasing access to voluntary organizations and designated safe zones. [ 103 ] This focus on social and relational capital means diversity, inclusion, and ubiquitous access to public services is worked into city planning. [ 78 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,The development of a knowledge economy is also central to smart city projects. [ 104 ] Smart cities seeking to be hubs of economic activity in emerging tech and service sectors stress the value of innovation in city development. [ 78 ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Additional supporting technology and trends include remote work , [ 119 ] [ 120 ] [ 121 ] telehealth , [ 122 ] [ 123 ] the blockchain , [ 124 ] [ 125 ] and online banking technology, [ 126 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"A ""ubiquitous city""(U-city) is one concept of a smart city that provides access to public services through any connected device, bringing easy accessibility to every infrastructure. [ 127 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"In 2023, the Salisbury smart cities controversy arose after a proposal for smart city technology in the South Australian local government area of City of Salisbury was met with community backlash leading to a range of conspiracy theories. [ 141 ] [ 142 ] [ 143 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,The African Union Commission pledged to use ICTs to advance sustainable urban development. [ 144 ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,"The ""smart communities"" movement took shape as a strategy to involve more users in IT. [ 102 ] Primary issues included traffic congestion, school overcrowding and air pollution. [ 102 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,China's smart cities movement began with a pilot program launched in 2012 through its Ministry of Housing and Urban-Rural Development . [ 36 ] : 58–59 China's National New-Type Urbanization Plan for 2014–2020 included smart cities. [ 36 ] : 59–60 It identified six important aspects for developing smart cities: [ 36 ] : 60
Smart city,https://en.wikipedia.org/wiki/Smart_city,"As of 2016, approximately 500 smart city projects had launched. [ 36 ] : 59 In 2021, China took first in all categories of the International AI City Challenge – ""by some estimates, China has half of the world's smart cities"". [ 145 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Alibaba created City Brain . [ 146 ] [ 147 ] Its first overseas implementation began in 2018 in Kuala Lumpur , Malaysia. [ 148 ] : 82"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Baidu developed Apollo , a self-driving technology. [ 149 ] Tencent launched medical technology, [ 149 ] such as WeChat Intelligent Healthcare, Tencent Doctorwork, and AI Medical Innovation System (AIMIS) . [ 150 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"As of 2021, Huawei and ZTE had more than 350 smart city projects in more than 60 countries. [ 151 ] : 11"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"As of 2024, ""Safe City"" digital products were marketed abroad by Chinese companies including Dahua Technology , Huawei, ZTE, and Hikvision . [ 148 ] : 80 Huawei's Safe City Compact Solution focuses on improving safety. [ 152 ] [ 153 ] [ 154 ] In 2018, Serbia announced a Safe City project for Belgrade in conjunction with Huawei, using one thousand cameras with advanced facial recognition and license plate recognition capabilities. [ 148 ] : 82"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"EU members began working on smart city developments and ICT initiatives in the mid-2010s. The Digital Agenda for Europe framework emphasizes harnessing ICTs. The 2014–15 budget of the Horizon 2020 Research and Innovation program, included approximately 200 million Euros to expedite smart cities. [ 155 ] [ 156 ] : 337–355 [ 157 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,The Smart Cities Mission is a retrofitting and urban renewal program spearheaded by the Ministry of Urban Development. [ 158 ]
Smart city,https://en.wikipedia.org/wiki/Smart_city,"ASEAN Smart Cities Network (ASCN) is a collaborative platform to advance smart city efforts across ASEAN by catalysing bankable projects, and securing funding and support from ASEAN's external partners. [ 159 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"The New Urban Agenda emphasized the importance of smart city development, establishing a fundamental commitment for the UN's 193 member states. [ 160 ] [ 161 ] [ 162 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"The United States allocated more than $160 million toward smart city initiatives. Challenges include traffic congestion , economic growth, crime, climate change , and public services. [ citation needed ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Taiwan has actively promoted smart city development through government-led initiatives such as the Smart City Taiwan program, launched in 2018 by the Ministry of Economic Affairs. The program partners with local governments and private companies to deploy pilot projects in areas including healthcare, transportation, public safety, environmental monitoring, and education. [ 163 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Taipei , [ 164 ] Taoyuan , [ 165 ] and Tainan [ 166 ] have emerged as leading smart cities, implementing solutions such as AI-assisted traffic management, smart street lighting, and real-time air quality sensors. The government also supports a Public-Private-People Partnership (P-P-P-P) model to involve citizens in the co-creation of services. [ 167 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Taiwan's approach emphasizes the integration of 5G, IOT , and artificial intelligence (AI) to improve urban livability and sustainability. The annual Smart City Summit & Expo in Taipei has become a major platform for showcasing Taiwan's innovations and fostering international collaboration. [ 168 ] [ 169 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"The most common characteristics of a ""smart city"" are networked infrastructure; emphasis on business-led urban development; social inclusion of various resident groups; and an emphasis on the environment. [ 25 ] [ 29 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,"Smart city initiatives require collaboration and involvement from government agencies, businesses, community organizations, academia, and citizens. Collaborating with businesses and academia brings technical know-how and research capabilities. [ 170 ] [ 171 ] [ 172 ]"
Smart city,https://en.wikipedia.org/wiki/Smart_city,Collaborations with community organizations can improve equity and inclusivity. [ 29 ]
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Surveillance is the systematic observation and monitoring of a person, population , or location, with the purpose of information-gathering, influencing, managing , or directing. [ 1 ] [ 2 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"It is widely used by governments for a variety of reasons, such as law enforcement , national security , and information awareness. It can also be used as a tactic by persons who are not working on behalf of a government, such as by criminal organizations to plan and commit crimes, and by businesses to gather intelligence on criminals, their competitors, suppliers or customers. Religious organizations charged with detecting heresy and heterodoxy may also carry out surveillance. [ 3 ] Various kinds of auditors carry out a form of surveillance. [ 4 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Surveillance is done in a variety of methods, such as human interaction , postal interception , closed-circuit television (CCTV) cameras, wiretapping , and data mining ."
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Surveillance can unjustifiably violate people's privacy and is often criticized by civil liberties activists. [ 5 ] Democracies may have laws that seek to restrict governmental and private use of surveillance, whereas authoritarian governments seldom have any domestic restrictions. Increasingly, government and intelligence agencies have conducted surveillance by obtaining consumer data through the purchase of online information. [ 6 ] Improvements in the technology available to governments have led to mass surveillance and global surveillance ."
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Espionage is by definition covert and typically illegal according to the rules of the observed party, [ 7 ] whereas state authorities typically regulate surveillance and consider many uses legal or legitimate."
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"The vast majority of computer surveillance involves the monitoring of data and traffic on the Internet . [ 8 ] In the United States for example, under the Communications Assistance For Law Enforcement Act , all phone calls and broadband Internet traffic (emails, web traffic, instant messaging, etc.) are required to be available for unimpeded real-time monitoring by federal law enforcement agencies. [ 9 ] [ 10 ] [ 11 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"There is far too much data on the Internet for human investigators to manually search through all of it. Therefore, automated Internet surveillance computers sift through the vast amount of intercepted Internet traffic to identify and report to human investigators the traffic that is considered interesting or suspicious. This process is regulated by targeting certain ""trigger"" words or phrases, visiting certain types of web sites, or communicating via email or online chat with suspicious individuals or groups. [ 12 ] Billions of dollars per year are spent by agencies, such as the NSA , the FBI and the now-defunct Information Awareness Office , to develop, purchase, implement, and operate systems such as Carnivore , NarusInsight , and ECHELON to intercept and analyze all of this data to extract only the information which is useful to law enforcement and intelligence agencies. [ 13 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Computers can be a surveillance target because of the personal data stored on them. If someone is able to install software, such as the FBI's Magic Lantern and CIPAV , on a computer system, they can easily gain unauthorized access to this data. Such software could be installed physically or remotely. [ 14 ] Another form of computer surveillance, known as van Eck phreaking , involves reading electromagnetic emanations from computing devices in order to extract data from them at distances of hundreds of meters. [ 15 ] [ 16 ] The NSA runs a database known as "" Pinwale "", which stores and indexes large numbers of emails of both American citizens and foreigners. [ 17 ] [ 18 ] Additionally, the NSA runs a program known as PRISM , which is a data mining system that gives the United States government direct access to information from technology companies . Through accessing this information, the government is able to obtain search history, emails, stored information, live chats, file transfers, and more. This program generated huge controversies in regards to surveillance and privacy, especially from U.S. citizens. [ 19 ] [ 20 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"The official and unofficial tapping of telephone lines is widespread. In the United States for instance, the Communications Assistance for Law Enforcement Act (CALEA) requires that all telephone and VoIP communications be available for real-time wiretapping by Federal law enforcement and intelligence agencies. [ 9 ] [ 10 ] [ 11 ] Two major telecommunications companies in the U.S.— AT&T Inc. and Verizon —have contracts with the FBI, requiring them to keep their phone call records easily searchable and accessible for Federal agencies, in return for $1.8 million per year. [ 21 ] Between 2003 and 2005, the FBI sent out more than 140,000 "" National Security Letters "" ordering phone companies to hand over information about their customers' calling and Internet histories. About half of these letters requested information on U.S. citizens. [ 22 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Human agents are not required to monitor most calls. Speech-to-text software creates machine-readable text from intercepted audio, which is then processed by automated call-analysis programs, such as those developed by agencies such as the Information Awareness Office , or companies such as Verint , and Narus , which search for certain words or phrases, to decide whether to dedicate a human agent to the call. [ 23 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Law enforcement and intelligence services in the United Kingdom and the United States possess technology to activate the microphones in cell phones remotely, by accessing phones' diagnostic or maintenance features in order to listen to conversations that take place near the person who holds the phone. [ 24 ] [ 25 ] [ 26 ] [ 27 ] [ 28 ] [ 29 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"The StingRay tracker is an example of one of these tools used to monitor cell phone usage in the United States and the United Kingdom. Originally developed for counterterrorism purposes by the military, they work by broadcasting powerful signals that cause nearby cell phones to transmit their IMSI number , just as they would to normal cell phone towers. Once the phone is connected to the device, there is no way for the user to know that they are being tracked. The operator of the stingray is able to extract information such as location, phone calls, and text messages, but it is widely believed that the capabilities of the StingRay extend much further. A lot of controversy surrounds the StingRay because of its powerful capabilities and the secrecy that surrounds it. [ 30 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Mobile phones are also commonly used to collect location data. The geographical location of a mobile phone (and thus the person carrying it) can be determined easily even when the phone is not being used, using a technique known as multilateration to calculate the differences in time for a signal to travel from the cell phone to each of several cell towers near the owner of the phone. [ 31 ] [ 32 ] The legality of such techniques has been questioned in the United States, in particular whether a court warrant is required. [ 33 ] Records for one carrier alone (Sprint), showed that in a given year federal law enforcement agencies requested customer location data 8 million times. [ 34 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"In response to customers' privacy concerns in the post Edward Snowden era, [ 35 ] Apple's iPhone 6 has been designed to disrupt investigative wiretapping efforts. The phone encrypts e-mails, contacts, and photos with a code generated by a complex mathematical algorithm that is unique to an individual phone, and is inaccessible to Apple. [ 36 ] The encryption feature on the iPhone 6 has drawn criticism from FBI director James B. Comey and other law enforcement officials since even lawful requests to access user content on the iPhone 6 will result in Apple supplying ""gibberish"" data that requires law enforcement personnel to either break the code themselves or to get the code from the phone's owner. [ 36 ] Because the Snowden leaks demonstrated that American agencies can access phones anywhere in the world, privacy concerns in countries with growing markets for smart phones have intensified, providing a strong incentive for companies like Apple to address those concerns in order to secure their position in the global market. [ 36 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Apple has made several moves to emphasize their concern for privacy, in order to appeal to more consumers. In 2011, Apple stopped the use of permanent device identifiers, and in 2019, they banned the ability of third parties to track on children's apps. [ 37 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Although the CALEA requires telecommunications companies to build into their systems the ability to carry out a lawful wiretap, the law has not been updated to address the issue of smart phones and requests for access to e-mails and metadata . [ 38 ] The Snowden leaks show that the NSA has been taking advantage of this ambiguity in the law by collecting metadata on ""at least hundreds of millions"" of ""incidental"" targets from around the world. [ 38 ] The NSA uses an analytic tool known as CO-TRAVELER in order to track people whose movements intersect and to find any hidden connections with persons of interest. [ 38 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"The Snowden leaks have also revealed that the British Government Communications Headquarters (GCHQ) can access information collected by the NSA on American citizens. Once the data has been collected, the GCHQ can hold on to it for up to two years. The deadline can be extended with the permission of a ""senior UK official"". [ 39 ] [ 40 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Surveillance cameras, or security cameras, are video cameras used for the purpose of observing an area. They are often connected to a recording device or IP network , and may be watched by a security guard or law enforcement officer . Cameras and recording equipment used to be relatively expensive and required human personnel to monitor camera footage, but analysis of footage has been made easier by automated software that organizes digital video footage into a searchable database , and by video analysis software (such as VIRAT and HumanID ). The amount of footage is also drastically reduced by motion sensors which record only when motion is detected. With cheaper production techniques, surveillance cameras are simple and inexpensive enough to be used in home security systems, and for everyday surveillance. Video cameras are one of the most common methods of surveillance. [ 41 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"As of 2016, there are about 350 million surveillance cameras worldwide. About 65% of these cameras are installed in Asia. The growth of CCTV has been slowing in recent years. [ 42 ] In 2018, China was reported to have a huge surveillance network of over 170 million CCTV cameras with 400 million new cameras expected to be installed in the next three years, many of which use facial recognition technology . [ 43 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"In the United States, the Department of Homeland Security awards billions of dollars per year in Homeland Security grants for local, state, and federal agencies to install modern video surveillance equipment. For example, the city of Chicago , Illinois, recently used a $5.1 million Homeland Security grant to install an additional 250 surveillance cameras, and connect them to a centralized monitoring center, along with its preexisting network of over 2000 cameras, in a program known as Operation Virtual Shield . Speaking in 2009, Chicago Mayor Richard Daley announced that Chicago would have a surveillance camera on every street corner by 2016. [ 44 ] [ 45 ] New York City received a $350 million grant towards the development of the Domain Awareness System , [ 46 ] which is an interconnected system of sensors including 18,000 CCTV cameras used for continual surveillance of the city [ 47 ] by both police officers and artificial intelligence systems . [ 46 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"In the United Kingdom, the vast majority of video surveillance cameras are not operated by government bodies, but by private individuals or companies, especially to monitor the interiors of shops and businesses. According to 2011 Freedom of Information Act requests, the total number of local government operated CCTV cameras was around 52,000 over the entirety of the UK. [ 48 ] The prevalence of video surveillance in the UK is often overstated due to unreliable estimates being requoted; [ 49 ] [ 50 ] for example one report in 2002 extrapolated from a very small sample to estimate the number of cameras in the UK at 4.2 million (of which 500,000 were in Greater London ). [ 51 ] More reliable estimates put the number of private and local government operated cameras in the United Kingdom at around 1.85 million in 2011. [ 52 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"In the Netherlands, one example city where there are cameras is The Hague. There, cameras are placed in city districts in which the most illegal activity is concentrated. Examples are the red-light districts and the train stations. [ 53 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"As part of China's Golden Shield Project , several U.S. corporations, including IBM , General Electric , and Honeywell , have been working closely with the Chinese government to install millions of surveillance cameras throughout China, along with advanced video analytics and facial recognition software, which will identify and track individuals everywhere they go. They will be connected to a centralized database and monitoring station, which will, upon completion of the project, contain a picture of the face of every person in China: over 1.3 billion people. [ 54 ] Lin Jiang Huai, the head of China's ""Information Security Technology"" office (which is in charge of the project), credits the surveillance systems in the United States and the U.K. as the inspiration for what he is doing with the Golden Shield Project. [ 54 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"The Defense Advanced Research Projects Agency (DARPA) is funding a research project called Combat Zones That See that will link up cameras across a city to a centralized monitoring station, identify and track individuals and vehicles as they move through the city, and report ""suspicious"" activity (such as waving arms, looking side-to-side, standing in a group, etc.). [ 55 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"At Super Bowl XXXV in January 2001, police in Tampa, Florida, used Identix's facial recognition software, FaceIt, to scan the crowd for potential criminals and terrorists in attendance at the event [ 56 ] (it found 19 people with pending arrest warrants). [ 57 ]"
Surveillance,https://en.wikipedia.org/wiki/Surveillance,"Governments often initially claim that cameras are meant to be used for traffic control , but many of them end up using them for general surveillance. [ citation needed ] For example, Washington, D.C. had 5,000 ""traffic"" cameras installed under this premise, and then after they were all in place, networked them all together and then granted access to the Metropolitan Police Department, so they could perform ""day-to-day monitoring"". [ 58 ]"
